-1,title,authors,language,categories,averageRating,maturityRating,publisher,publishedDate,pageCount
457,The Complete Book of Home- Site and Office Security,['Bill Phillips'],en,Architecture,4,NOT_MATURE,McGraw Hill Professional,2006,309
458,High-Rise Security and Fire Life Safety,['Geoff Craighead'],en,Business & Economics,0,NOT_MATURE,Elsevier,2003-04-15,548
459,Analyzing the Hospital Life Safety Survey,['Brad Keyes'],en,Medical,0,NOT_MATURE,HC Pro- Inc.,2011-01-01,201
460,Halo: The Cole Protocol,['Eric Nylund'- 'Tobias S. Buckell'],en,Fiction,4.5,NOT_MATURE,Pan Macmillan,2011-05-13,352
461,Role Development in Professional Nursing Practice,['Kathleen Masters'],en,Medical,0,NOT_MATURE,Jones & Bartlett Publishers,2015-11-18,450
462,A Question of Identity,['Susan Hill'],en,Fiction,0,NOT_MATURE,Random House,2012-10-25,368
463,The Chapter Leader's Guide to Life Safety- Third Edition,['Brad Keyes'],en,na,0,NOT_MATURE,na,17-Sep,150
464,Cumulated Index Medicus,na,en,Medicine,0,NOT_MATURE,na,1972,0
465,Business Law- Principles and Practices,['Arnold J. Goldman'- 'William D. Sigismond'],en,Business law,0,NOT_MATURE,Houghton Mifflin School,1982,598
466,Technical Digest,na,en,Industrial engineering,0,NOT_MATURE,na,1983,0
467,Chameleon Christianity,['Dick Keyes'],en,Religion,0,NOT_MATURE,Destinee S.A.,2014-11-01,98
468,Sammy Keyes and the Kiss Goodbye,['Wendelin Van Draanen'],en,Juvenile Fiction,5,NOT_MATURE,Knopf Books for Young Readers,2014-09-09,240
469,Stolen Away,['Michael Newton'],en,True Crime,0,NOT_MATURE,Simon and Schuster,2000,402
470,Billy Wilder- Movie-Maker,['Karen McNally'],en,Performing Arts,0,NOT_MATURE,McFarland,2014-01-10,254
471,The Astrology of Film,['Bill Streett'- 'Jeffrey Kishner'],en,Biography & Autobiography,0,NOT_MATURE,iUniverse,2004,218
472,Soulsville- U.S.A.: The Story of Stax Records,['Rob Bowman'],en,Music,0,NOT_MATURE,Omnibus Press,2011-08-01,416
473,Three Classic Thrillers 3-Book Bundle,['John Grisham'],en,Fiction,5,NOT_MATURE,Dell,2011-12-19,1744
474,West's Southern Reporter,na,en,Law reports- digests- etc,0,NOT_MATURE,na,1999,0
475,American Movie Critics,['Phillip Lopate'],en,Performing Arts,5,NOT_MATURE,na,2006,720
476,Sammy Keyes and the Kiss Goodbye,['Wendelin Van Draanen'],en,Juvenile Fiction,5,NOT_MATURE,Knopf Books for Young Readers,2014-09-09,240
477,Fisher- Churchill and the Dardanelles,['Geoffrey Penn'],en,Biography & Autobiography,0,NOT_MATURE,Leo Cooper Books,1999,280
478,Self-government- the American Theme,['Will Morrisey'],en,History,0,NOT_MATURE,na,2004,279
479,Literary Readings of Billy Wilder,['Georges-Claude Guilbert'],en,Performing Arts,0,NOT_MATURE,Cambridge Scholars Publishing,2009-03-26,215
480,Love Inspired Suspense December 2014 - Box Set 1 of 2,['Shirlee McCoy'- 'Sharon Dunn'- 'Alison Stone'],en,Fiction,0,NOT_MATURE,Harlequin,2014-12-01,224
481,L.A. Rex,['Will Beall'],en,Fiction,0,NOT_MATURE,Penguin,2007-09-04,400
482,Cold Case Justice,['Sharon Dunn'],en,Fiction,0,NOT_MATURE,Harlequin,2014-12-02,224
483,Sammy Keyes and the Art of Deception,['Wendelin Van Draanen'],en,Juvenile Fiction,4,NOT_MATURE,Yearling,2009-01-16,304
484,Sammy Keyes and the Wedding Crasher,['Wendelin Van Draanen'],en,Juvenile Fiction,4,NOT_MATURE,Random House Digital- Inc.,2011,296
485,Catwoman (2011-) #27,['Ann Nocenti'],en,Comics & Graphic Novels,0,NOT_MATURE,DC,1983-01-01,0
486,Sammy Keyes and the Night of Skulls,['Wendelin Van Draanen'],en,Juvenile Fiction,3,NOT_MATURE,Knopf Books for Young Readers,2011-10-11,320
487,Sammy Keyes and the Search for Snake Eyes,['Wendelin Van Draanen'],en,Juvenile Fiction,3.5,NOT_MATURE,Yearling Books,2003,277
488,Southern California Quarterly,na,en,California- Southern,0,NOT_MATURE,na,2004,0
489,Mastering Windows XP Home Edition,['Hart-Davis'],en,Computers,0,NOT_MATURE,John Wiley & Sons,2006-02-20,1009
490,Special Edition Using Filemaker 8,['Steve Lane'- 'Scott Love'- 'Bob Bowers'],en,Computers,4,NOT_MATURE,Que Publishing,2006,890
491,Rehab Brief,na,en,Rehabilitation,0,NOT_MATURE,na,1982,0
492,Knowledge-Based Intelligent Information and Engineering Systems,['Bruno Apolloni'],en,Computers,0,NOT_MATURE,Springer,2007-09-12,882
493,Alan Simpson's Windows Vista Bible,['Alan Simpson'- 'Bradley L. Jones'],en,Computers,0,NOT_MATURE,John Wiley & Sons,2007-07-10,860
494,How to Do Everything with Windows Vista,['Curt Simmons'],en,Computers,0,NOT_MATURE,McGraw Hill Professional,2007-01-08,384
495,MICROPROCESSORS- PC HARDWARE AND INTERFACING,['N. MATHIVANAN'],en,Computers,4,NOT_MATURE,PHI Learning Pvt. Ltd.,2003-01-01,340
496,Activity Catalog Tool (ACT) User Manual- Version 2.0,na,en,na,0,NOT_MATURE,na,1994,25
497,Advances in Information Technology Research and Application: 2013 Edition,na,en,Computers,0,NOT_MATURE,ScholarlyEditions,2013-06-21,1052
498,Asset Protection through Security Awareness,['Tyler Justin Speed'],en,Business & Economics,0,NOT_MATURE,CRC Press,2016-04-19,337
502,Senouhi Cumulative Book Index for Egyptian Region UAR,na,en,na,0,NOT_MATURE,na,1956,0
504,Iraqi Constitutional Studies,['DePaul University. International Human Rights Law Institute'],en,Civil rights,0,NOT_MATURE,na,2005,524
507,Mudhakarat talib,['Jeff Kinney'],en,Diaries,5,NOT_MATURE,na,2011,224
510,Iraqi Constitutional Studies,['DePaul University. International Human Rights Law Institute'],en,Civil rights,0,NOT_MATURE,na,2005,524
516,Khor Rori (Sumhuram),na,en,na,0,NOT_MATURE,na,2009-05-05,66
520,Iraqi Constitutional Studies,['DePaul University. International Human Rights Law Institute'],en,Civil rights,0,NOT_MATURE,na,2005,524
527,Finance and Development- December 2013,['International Monetary Fund. External Relations Dept.'],en,Business & Economics,0,NOT_MATURE,International Monetary Fund,2014-01-03,60
529,The Minds of Billy Milligan,['Daniel Keyes'],en,Psychology,5,NOT_MATURE,Bantam,1995,426
531,يوميات آن فرانك,na,en,na,0,NOT_MATURE,na,2009,0
532,The Red Badge of Courage (Arabic Edition),['Stephen Crane'],en,na,0,NOT_MATURE,Createspace Independent Publishing Platform,2016-05-30,134
533,Stand By Me,Sheila O'Flanagan,en,Fiction,4.5,NOT_MATURE,Hachette UK,2010-02-09,496
536,You Can Heal Your Life,['Louise L. Hay'],en,Health & Fitness,4.5,NOT_MATURE,ReadHowYouWant.com,09-Dec,346
537,The E-Myth Revisited (Limadha tafshal mu’dham al-sharikat al-saghira?),['Michael E. Gerber'],en,Business & Economics,0,NOT_MATURE,Bloomsbury Qatar Foundation Publishing,2016-04-07,268
538,ʻĀʼid ilá Ḥayfā,['Ghassān Kanafānī'],en,na,0,NOT_MATURE,na,2004,76
548,Senouhi Cumulative Book Index for Egyptian Region UAR,na,en,na,0,NOT_MATURE,na,1956,0
549,Happiness Key,['Emilie Richards'],en,Fiction,4,NOT_MATURE,MIRA,2010-06-01,400
550,Three Prescriptions for Happiness,['Ken Keyes- Jr.'],en,Self-Help,5,NOT_MATURE,Axios Press,2010-07-01,126
551,Handbook of Research Methods and Applications in Happiness and Quality of Life,['Luigino Bruni'- 'Pier Luigi Porta'],en,Business & Economics,0,NOT_MATURE,Edward Elgar Publishing,2016-04-29,552
552,Hypnofacts 7,['Trevor Eddolls'],en,na,0,NOT_MATURE,Lulu.com,1983-01-01,0
553,Discovering the Secrets of Happiness,['Ken Keyes'],en,Psychology,0,NOT_MATURE,na,1989,231
554,The Routledge Handbook of Positive Communication,['José Antonio Muñiz Velázquez'- 'Cristina M. Pulido'],en,Language Arts & Disciplines,0,NOT_MATURE,Routledge,2018-12-17,410
555,How to make your life work- or- Why aren't you happy?,['Ken Keyes'- 'Tolly Burkan'],en,Self-Help,0,NOT_MATURE,na,1980,190
556,Presidential Follies,na,en,Presidential candidates,0,NOT_MATURE,Boru Books,1995,249
557,Person to Person,['Sharon L. Hanna'],en,Psychology,0,NOT_MATURE,na,2002-07-01,452
558,Small Press Record of Books in Print,['Len Fulton'],en,Books,0,NOT_MATURE,na,1994,0
559,The Internal Revenue Record and Customs Journal,na,en,Customs administration,0,NOT_MATURE,na,1884,0
560,The Tryals of Robert Charnock- Edward King- and Thomas Keyes- Etc,na,en,na,0,NOT_MATURE,na,1696,0
561,The Tryals and Condemnation of Robert Charnock- Edward King- and Thomas Keyes- for the Horrid and Execrable Conspiracy to Assassinate His Sacred Majesty- King William- in Order to a French Invasion of this Kingdom ... Together with a True Copy of the Papers Delivered Them to the Sheriffs of London and Middlesex at the Time of Their Execution,na,en,na,0,NOT_MATURE,na,1696,76
562,Hearing on H.R. 1231- the Davis-Bacon Reform Bill of 1993,['United States'- 'United States. Congress. House. Committee on Education and Labor. Subcommittee on Labor Standards- Occupational Health- and Safety'],en,Digital images,0,NOT_MATURE,na,1993,143
563,Naval War College Review,['Naval War College (U.S.)'],en,International relations,0,NOT_MATURE,na,1982,0
564,The life of Elisha Williams Keyes,['Richard Watson Hantke'],en,Biography & Autobiography,0,NOT_MATURE,na,1942,692
565,International Record of Medicine and General Practice Clinics,['Edward Swift Dunster'- 'Frank Pierce Foster'- 'James Bradbridge Hunter'- 'Charles Eucharist de Medicis Sajous'- 'Gregory Stragnell'- 'Henry J. Klaunberg'- 'Félix Martí-Ibáñez'],en,Medicine,0,NOT_MATURE,na,1888,0
566,The Mechanical Engineer's Pocket-book,['William Kent'],en,Engineering,0,NOT_MATURE,na,1895,1100
567,Carroll's State Directory,na,en,Government executives,0,NOT_MATURE,na,2006,0
568,Milton and This Pendant World,['George W. Whiting'],en,Literary Criticism,0,NOT_MATURE,University of Texas Press,2014-11-11,282
569,General McClellan's Peninsula Campaign,['Hiram Ketchum'],en,Campaign literature,0,NOT_MATURE,na,1864,72
570,Journal,['Military Service Institution of the United States'],en,na,0,NOT_MATURE,na,1884,0
571,Journal of the Military Service Institution of the United States,['Military Service Institution of the United States'],en,Military art and science,0,NOT_MATURE,na,1884,0
572,The Story of One Regiment in the War of the Rebellion,['Maine volunteer infantry. 11th regiment'],en,na,0,NOT_MATURE,na,1896,0
573,The War of the Rebellion,['United States. War Department'],en,Confederate States of America,0,NOT_MATURE,na,1884,0
574,Fifty Years' Observations of Men and Events- Civil and Military,['Erasmus Darwin Keyes'],en,Fair Oaks (Henrico County- Va.)- Battle of- 1862,0,NOT_MATURE,na,1884,515
575,Fifty Years' Observation of Men and Events- Civil and Military,['Erasmus Darwin Keyes'],en,Pacific Coast Indians- Wars with- 1847-1865,0,NOT_MATURE,na,1884,515
576,Report of Major-General B. McClellan,['George Brinton McClellan'],en,Maryland Campaign- 1862,0,NOT_MATURE,na,1864,147
577,Reports of Committees,na,en,United States,0,NOT_MATURE,na,1863,0
578,All for the Union,['Elisha Hunt Rhodes'],en,History,4.5,NOT_MATURE,Vintage,2010-11-17,272
579,The Keyed Bugle,['Ralph Thomas Dudgeon'],en,Music,0,NOT_MATURE,Scarecrow Press,2004,370
580,Network-Aware Security for Group Communications,['Yan Sun'- 'Wade Trappe'- 'K. J. Ray Liu'],en,Technology & Engineering,0,NOT_MATURE,Springer Science & Business Media,2007-10-17,304
581,Bluescreen Compositing,['John Jackman'],en,Performing Arts,0,NOT_MATURE,Taylor & Francis,2007-04-17,248
582,Advances in Computing and Communications- Part IV,['Ajith Abraham'- 'Jaime Lloret Mauri'- 'John Buford'- 'Junichi Suzuki'- 'Sabu M. Thampi'],en,Computers,0,NOT_MATURE,Springer,2011-07-06,624
583,Basic Blueprint Reading and Sketching,['Thomas P. Olivo'- 'C. Thomas Olivo'],en,Technology & Engineering,0,NOT_MATURE,Cengage Learning,2004,256
584,Basic TV Technology,['Robert L Hartwig'],en,Performing Arts,0,NOT_MATURE,CRC Press,2012-11-12,208
585,Basic Radio,na,en,Electricity,0,NOT_MATURE,na,1961,0
586,InfoWorld,na,en,na,0,NOT_MATURE,na,1981-02-16,36
587,The Gamification of Work,['Emmanuelle Savignac'],en,Business & Economics,0,NOT_MATURE,John Wiley & Sons,2017-02-21,198
588,NS Basic Programming for Palm OS,['Michael J. Verive'],en,BASIC (Computer program language),0,NOT_MATURE,na,2002,317
589,Commerce- Justice- Science- and Related Agencies Appropriations for 2014,['United States. Congress. House. Committee on Appropriations. Subcommittee on Commerce- Justice- Science- and Related Agencies'],en,Administrative agencies,0,NOT_MATURE,na,2013,0
590,The Iron Age,na,en,Hardware,0,NOT_MATURE,na,1890,0
591,Chilton Automobile Directory,na,en,Automobiles,0,NOT_MATURE,na,19-Oct,0
592,American Machinist,na,en,Mechanical engineering,0,NOT_MATURE,na,25-Feb,0
593,Directory of Environmental Life Scientists: Ohio River Valley region,['Institute of Ecology'],en,Biologists,0,NOT_MATURE,na,1974,0
594,Thomas Register of American Manufacturers,na,en,Manufactures,0,NOT_MATURE,na,2002,0
595,The Eclectic Library Catalog,na,en,American periodicals,0,NOT_MATURE,na,1910,0
596,Current Policies and Practices in European Social Anthropology Education,['Drackle Dorle'- 'Dorle Dracklé'- 'Iain R. Edgar'- 'Thomas K. Schippers'],en,Education,0,NOT_MATURE,Berghahn Books,2004,260
597,Human Development in the Indian Context,['Margaret Khalakdina'],en,Business & Economics,0,NOT_MATURE,SAGE Publications India,2008-10-01,392
598,Key Debates in Anthropology,['Tim Ingold'],en,Social Science,0,NOT_MATURE,Routledge,2003-12-16,320
599,Social Adaptation to Food Stress,['Paul E. Minnis'],en,Social Science,0,NOT_MATURE,University of Chicago Press,1985-04-01,239
600,Karma,['Charles F. Keyes'- 'E. Valentine Daniel'],en,Religion,0,NOT_MATURE,Univ of California Press,1983-01-01,313
601,Anthropological Practice,['Judith Okely'],en,Social Science,0,NOT_MATURE,Berg,2013-09-12,224
602,Cultural Differences- the Nation State- and Rethinking Ethnicity Theory,['Charles F. Keyes'],en,Indigenous peoples,0,NOT_MATURE,na,2001,31
603,Current Policies and Practices in European Social Anthropology Education,['Drackle Edgar'],en,Education,2,NOT_MATURE,Berghahn Books,2004,256
604,Applications of Anthropology,['Sarah Pink'],en,Social Science,0,NOT_MATURE,Berghahn Books,2005-12-01,256
605,Southeast Asian Research Tools: Thailand,['University of Hawaii at Manoa. Southeast Asian Studies Program'],en,Reference books,5,NOT_MATURE,na,1979,0
606,NASA technical note,na,en,Aeronautics,0,NOT_MATURE,na,1961,0
607,Technology Review,na,en,Technology,0,NOT_MATURE,na,2005,0
608,Adams' New Musical Dictionary of Fifteen Thousand Technical Words- Phrases- Abbreviations- Initials- and Signs Employed in Musical and Rhythmical Art and Science- in Nearly Fifty Ancient and Modern Languages,['John Stowell Adams'],en,Music,0,NOT_MATURE,na,1865,271
609,Technical Research Note,['United States. Dept. of the Army'],en,Military research,0,NOT_MATURE,na,1958,0
610,Refrigeration Engineering,na,en,na,0,NOT_MATURE,na,1924,0
611,Sammy Keyes and the Art of Deception,['Wendelin Van Draanen'],en,Juvenile Fiction,4,NOT_MATURE,Yearling,2009-01-16,304
612,AB Bookman's Weekly,na,en,Antiquarian booksellers,0,NOT_MATURE,na,1996,0
613,Sammy Keyes and the Search for Snake Eyes,['Wendelin Van Draanen'],en,Juvenile Fiction,3.5,NOT_MATURE,Yearling,2008-12-24,320
614,ACSA Annual Directory,['Association of Collegiate Schools of Architecture'],en,Architecture,0,NOT_MATURE,na,1991,0
615,The Play of Daniel Keyes' Flowers for Algernon,['Bert Coules'- 'Daniel Keyes'],en,English drama,4.5,NOT_MATURE,Heinemann,1993,128
616,The Southern Frontier 1670-1732,['Verner Crane'],en,History,0,NOT_MATURE,University of Alabama Press,1928,391
617,Spanish Peaks Wilderness Area,['United States. Congress. Senate. Committee on Interior and Insular Affairs. Subcommittee on Public Lands'],en,Spanish Peaks Wilderness (Colo.),0,NOT_MATURE,na,1972,156
618,Spanish Peaks Wilderness Area,['United States. Congress. Senate. Interior and Insular Affairs'],en,na,0,NOT_MATURE,na,1972,156
619,Journal of the Iowa Archeological Society,['Iowa Archeological Society'],en,Indians of North America,0,NOT_MATURE,na,1988,0
620,School Achievement and Failure in Portuguese and Spanish Speaking Countries,['Edgar Galindo'- 'Adelinda  A. Candeias'- 'Heldemerina S. Pires'- 'Miguel Ángel Carbonero'],en,na,0,NOT_MATURE,Frontiers Media SA,2018-08-31,0
621,World war in Spain,['Arthur Frederic Loveday'],en,History,0,NOT_MATURE,na,1939,206
622,The Southern Frontier- 1670-1732,['Verner Winslow Crane'],en,British,0,NOT_MATURE,na,1929,389
623,A Dictionarie in Spanish and English- first published ... by R. Percivale ... Now enlarged ... by J. Minsheu ... Hereunto ... is annexed an ample English Dictionarie- ... with the Spanish words ... adjoyned- etc. L.P.,['Richard PERCYVALL'],en,na,0,NOT_MATURE,na,1623,0
624,The Booklist,na,en,Books,0,NOT_MATURE,na,1960,0
625,Rhode Island Historical Society Collections,na,en,Local history,0,NOT_MATURE,na,1902,0
626,Biographical Memoirs,['National Academy of Sciences'- 'Office of the Home Secretary'],en,Biography & Autobiography,0,NOT_MATURE,National Academies Press,1998-07-01,388
627,Journal of the Executive Proceedings of the Senate of the United States of America,['United States. Congress. Senate'],en,Legislative journals,0,NOT_MATURE,na,1931,0
628,Journal of the Executive Proceedings of the Senate,['United States. Congress. Senate'],en,Legislation,0,NOT_MATURE,na,1961,0
629,Who Owns Whom,na,en,Corporations,0,NOT_MATURE,na,1999,0
630,Journal of the Executive Proceedings of the Senate of the United States of America,['United States. Congress. Senate'],en,Legislative journals,0,NOT_MATURE,na,1983-01-01,0
631,All this is Louisiana,['Frances Parkinson Keyes'],en,Louisiana,0,NOT_MATURE,na,1950,317
632,Southern Writers,['Joseph M. Flora'- 'Amber Vogel'],en,Reference,0,NOT_MATURE,LSU Press,2006-06-21,504
633,The Chess Players,['Frances Parkinson Keyes'],en,na,4,NOT_MATURE,Ishi Press,2015-01-25,544
634,The Career of David Noble,['Frances Parkinson Keyes'],en,Fiction in English,0,NOT_MATURE,na,1921,301
635,Joy Street,['Frances Parkinson Keyes'],en,na,0,NOT_MATURE,na,13-Oct,510
636,Apple parers,['Don Thornton'],en,Antiques & Collectibles,0,NOT_MATURE,Thornton House Pub & Graphics,Aug-97,239
637,Holstein-Friesian Herd-book,['Holstein-Friesian Association of America'],en,Cattle,0,NOT_MATURE,na,1959,0
638,The Canadian Record of Performance for Purebred Dairy Cattle,['Canada. Dept. of Agriculture. Production Service'],en,Cattle,0,NOT_MATURE,na,1947,0
639,Holstein-Friesian Herd-book- Containing a Record of All Holstein-Friesian Cattle ...,['Holstein-Friesian Association of America'],en,Cattle,0,NOT_MATURE,na,1959,0
640,Holstein-Friesian Herd Book,['Holstein-Friesian Association of Canada'],en,Cattle,0,NOT_MATURE,na,1956,0
641,InfoWorld,na,en,na,0,NOT_MATURE,na,1988-10-17,106
642,The Azusa Street Mission and Revival,['Cecil M. Robeck'],en,History,4,NOT_MATURE,Thomas Nelson,2006-03-04,354
643,InfoWorld,na,en,na,0,NOT_MATURE,na,1986-02-10,60
644,Sammy Keyes and the Search for Snake Eyes,['Wendelin Van Draanen'],en,Juvenile Fiction,3.5,NOT_MATURE,Yearling,2008-12-24,320
645,Apple TV Portable Genius,['Guy Hart-Davis'],en,Computers,0,NOT_MATURE,John Wiley & Sons,2012-12-17,288
646,AFPTRC-TN.,na,en,na,0,NOT_MATURE,na,195?,0
647,AFPTRC-TN.,na,en,na,0,NOT_MATURE,na,1955,0
648,Advances in Cryptology – EUROCRYPT 2001,['Birgit Pfitzmann'],en,Computers,0,NOT_MATURE,Springer,2003-06-29,544
649,Manuals Combined: U.S. Army Special Forces And Navy Operational Obstetrics & Gynecology With Physical Exam Techniques,na,en,na,0,NOT_MATURE,Jeffrey Frank Jones,1983-01-01,4299
650,AFHRL-TR.,['Air Force Human Resources Laboratory'],en,Aeronautics- Military,0,NOT_MATURE,na,1968,0
651,"Huffed Masculinity. The Female Threat in Cain's ""Double Indemnity""",['Stephan Riedl'],en,Literary Criticism,0,NOT_MATURE,GRIN Verlag,2017-05-23,17
652,Teaching Students with Mental Retardation,['Deanna J. Sands'],en,Education,0,NOT_MATURE,Paul H Brookes Publishing Company,2002,308
653,Bibliographic Guide to Dance,na,en,Dance,0,NOT_MATURE,G K Hall,1992,0
654,Human Motivation and Interpersonal Relationships,['Netta Weinstein'],en,Psychology,0,NOT_MATURE,Springer Science & Business Media,2014-07-08,360
655,How Mentally Handicapped Children Learn Under Classroom Conditions: Brief screening instruments for evaluating the academic skills and personal adjustment of educable mentally handicapped children,['Chicago (Ill.). Board of Education'],en,Children with mental disabilities,0,NOT_MATURE,na,1961,0
656,The life of Elisha Williams Keyes,['Richard Watson Hantke'],en,Biography & Autobiography,0,NOT_MATURE,na,1942,692
657,Capitol Threat,['William Bernhardt'],en,Fiction,0,NOT_MATURE,Ballantine Books,2007-02-27,400
658,Outrageous fortune,['Roger Keyes'],en,Biography & Autobiography,0,NOT_MATURE,David & Charles,1984-10-01,521
659,Film Noir,['Alain Silver'- 'James Ursini'],en,Art,0,NOT_MATURE,Taschen,2004,191
660,History of an idea,['Allan Michael Hoffman'],en,Education,0,NOT_MATURE,na,1981-11-01,305
661,Assignment to catastrophe,['Sir Edward Louis Spears (bart.)'],en,History,0,NOT_MATURE,na,1954,0
662,Assignment to catastrophe,['Sir Edward Spears'],en,History,0,NOT_MATURE,na,1954,638
663,Destiny,na,en,African American periodicals,0,NOT_MATURE,na,1995,0
664,Henry Wilson and the Coming of the Civil War,['John L. Myers'],en,Biography & Autobiography,0,NOT_MATURE,University Press of Amer,2005-01-01,565
665,The Hotline,na,en,Political campaigns,0,NOT_MATURE,na,1995,0
666,Bulletin,na,en,Geology,0,NOT_MATURE,na,1937,0
667,The University Geological Survey of Kansas,['Kansas Geological Survey'],en,Coal,0,NOT_MATURE,na,1898,347
668,State Geological Survey of Kansas,['Kansas Geological Survey'],en,Geology,0,NOT_MATURE,na,1898,0
669,Reports on the University Geological Survey of Kansas,['Kansas Geological Survey'],en,Geology,0,NOT_MATURE,na,1898,0
670,Special Report on Coal,['Erasmus Haworth'],en,Coal,0,NOT_MATURE,na,1898,347
671,State Geological Survey of Kansas. [Reports],['Kansas Geological Survey'],en,Geology,0,NOT_MATURE,na,1898,0
672,State Geological Survey of Kansas,na,en,Geology,0,NOT_MATURE,na,1898,0
673,Proceedings of the Board of Regents,na,en,na,0,NOT_MATURE,UM Libraries,1996,0
674,Language Planning Processes,['Rubin Jernudd'],en,Language Arts & Disciplines,4,NOT_MATURE,Walter de Gruyter,1977,285
675,The life of Elisha Williams Keyes,['Richard Watson Hantke'],en,Biography & Autobiography,0,NOT_MATURE,na,1942,692
676,Sexual Symmetry,['David Konstan'],en,History,0,NOT_MATURE,Princeton University Press,2014-07-14,286
677,Beginning Blender,['Lance Flavell'],en,Computers,4,NOT_MATURE,Apress,2010-12-30,448
678,Molecular Symmetry and Spectroscopy,['Philip R. Bunker'- 'Per Jensen'],en,Molecular spectra,4,NOT_MATURE,NRC Research Press,2006,752
679,Identification and System Parameter Estimation,na,en,System identification,0,NOT_MATURE,Pergamon,1985,1258
680,Proceedings of the ... Midwest Symposium on Circuits and Systems,['Akādīmīyah al-ʻArabīyah lil-ʻUlūm wa-al-Tiknūlūjiyā (Egypt)'- 'IEEE Circuits and Systems Society'],en,Electrical engineering,0,NOT_MATURE,na,2003,0
681,The Development of Optically Active Three-fold Symmetric Ligands and Their Application to Stereoselective Organic Transformations,['Michael Charles Keyes'],en,na,0,NOT_MATURE,na,1997,416
682,Solid State Physics,na,en,Technology & Engineering,0,NOT_MATURE,Academic Press,2014-05-14,437
683,Journal of Electronics,na,en,Electronics,0,NOT_MATURE,na,1956,0
684,Acta Numerica 1994:,['Arieh Iserles'],en,Mathematics,0,NOT_MATURE,Cambridge University Press,1994-07-29,578
685,Refined techniques for blind equalization of phase shift keyed (PSK) and quadrature amplitude modulated (QAM) digital communications signals,['Roy Axford'],en,na,0,NOT_MATURE,na,1995,374
686,Grief Counseling and Grief Therapy- Fifth Edition,['J. William Worden- PhD- ABPP'],en,Social Science,0,NOT_MATURE,Springer Publishing Company,2018-05-28,352
687,Advanced Practice Nursing in the Care of Older Adults,['Laruie Kennedy-Malone'- 'Lori Martin-Plank'- 'Evelyn Duffy'],en,Medical,0,NOT_MATURE,F.A. Davis,2018-10-31,544
688,Small Treasons,['Mark Powell'],en,Fiction,0,NOT_MATURE,Simon and Schuster,2017-06-06,384
689,Sammy Keyes and the Power of Justice Jack,['Wendelin Van Draanen'],en,Juvenile Fiction,0,NOT_MATURE,Knopf Books for Young Readers,2012-07-10,304
690,Sammy Keyes and the Psycho Kitty Queen,['Wendelin Van Draanen'],en,Juvenile Fiction,4,NOT_MATURE,Yearling,2008-12-24,320
691,Sammy Keyes and the Search for Snake Eyes,['Wendelin Van Draanen'],en,Juvenile Fiction,3.5,NOT_MATURE,Yearling,2008-12-24,320
692,Angels,['Marian Keyes'],en,Fiction,3,NOT_MATURE,Penguin UK,2005-03-31,528
693,Arranging Grief,['Dana Luciano'],en,Literary Criticism,0,NOT_MATURE,NYU Press,2007-11-01,345
694,Principles and Practice of Grief Counseling,['Howard R. Winokuer- PhD'- 'Darcy L. Harris- PhD- FT'],en,Social Science,0,NOT_MATURE,Springer Publishing Company,2012-02-14,256
695,Charles Henry Keyes,['Fenton Keyes'],en,College presidents,0,NOT_MATURE,na,1990,348
696,Transforming Engagement- Happiness and Well-Being,['William Scott-Jackson'- 'Andrew Mayo'],en,Business & Economics,0,NOT_MATURE,Springer,2017-08-01,255
697,The Army of the Potomac: Birth of command- November 1860-September 1861,['Russel Harrison Beatie'],en,History,0,NOT_MATURE,Da Capo Press,2002,676
698,The Army of the Potomac,['Russell H. Beatie'],en,History,2,NOT_MATURE,Da Capo Press,2002,676
699,Sammy Keyes and the Hollywood Mummy,['Wendelin Van Draanen'],en,Juvenile Fiction,4,NOT_MATURE,Yearling,2009-01-16,288
700,Sammy Keyes and the Kiss Goodbye,['Wendelin Van Draanen'],en,Juvenile Fiction,5,NOT_MATURE,Knopf Books for Young Readers,2014-09-09,240
701,Sammy Keyes and the Art of Deception,['Wendelin Van Draanen'],en,Juvenile Fiction,4,NOT_MATURE,Yearling,2009-01-16,304
702,Beauty and Sadness,['Yasunari Kawabata'],en,Fiction,0,NOT_MATURE,Vintage,2013-02-20,224
703,Sushi for Beginners,['Marian Keyes'],en,Fiction,3.5,NOT_MATURE,Penguin UK,2005-03-31,608
704,Look Back In Sadness: One Man's Experience with Psychiatry,na,en,na,0,NOT_MATURE,Dorrance Publishing,1983-01-01,0
705,The Hope and the Sadness,['Siobhán Lankford'],en,Cork (Ireland : County),0,NOT_MATURE,na,1980,274
706,Stabilizing the Prices of Certain Agricultural Products,['United States. Congress. Senate. Committee on Agriculture and Forestry'],en,Agricultural prices,0,NOT_MATURE,na,1922,0
707,Translocal Geographies,['Katherine Brickell'- 'Ayona Datta'],en,Social Science,0,NOT_MATURE,Ashgate Publishing- Ltd.,2011,226
708,Department of Agriculture and Related Agencies Appropriations for Fiscal Year 1970,['United States. Congress. Senate. Committee on Appropriations'],en,na,0,NOT_MATURE,na,1969,0
709,Department of Agriculture and Related Agencies Appropriations for Fiscal Year 1970: Program payments made to producers during calendar year 1968; subsidy payments for agricultural exports,['United States. Congress. Senate. Committee on Appropriations'],en,na,0,NOT_MATURE,na,1969,0
710,Pacific Rural Press,na,en,na,0,NOT_MATURE,na,1878,0
